epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
26,0.9972233176231384,0.7559320330619812,0.8438028693199158,0.8674030900001526,0.7765322327613831,0.007980971597135067,1.6000001e-06,0.8532058000564575,0.9970083236694336,0.9965283274650574,0.9989917278289795,0.9968470931053162,0.7256880402565002,0.7911782264709473,0.8300997614860535,0.7311668395996094,0.009414911270141602,0.8549938201904297,0.9966839551925659,0.9962059855461121,0.9988852739334106
27,0.9972265362739563,0.7559753656387329,0.8444215655326843,0.8683134913444519,0.7763791084289551,0.007972427643835545,1.6000001e-06,0.8530023694038391,0.9970105886459351,0.9965296387672424,0.9989935159683228,0.9968400597572327,0.7256472110748291,0.7893112897872925,0.83017897605896,0.7309281229972839,0.009467700496315956,0.855358362197876,0.996679961681366,0.9962019324302673,0.9988836646080017
28,0.9972273707389832,0.7558408975601196,0.8439454436302185,0.8684207201004028,0.7764019966125488,0.007967207580804825,1e-06,0.8529884815216064,0.9970139265060425,0.9965294599533081,0.9989938139915466,0.9968446493148804,0.7259228825569153,0.7903919816017151,0.8302473425865173,0.7311464548110962,0.00944140087813139,0.8551620841026306,0.9966821074485779,0.9962064027786255,0.9988844990730286
29,0.9972307682037354,0.7561052441596985,0.8444342017173767,0.8685493469238281,0.776361346244812,0.007963274605572224,1e-06,0.8530220985412598,0.9970141053199768,0.996532678604126,0.9989937543869019,0.9968425035476685,0.7259280681610107,0.789740264415741,0.8302593231201172,0.7310406565666199,0.009460597299039364,0.8553081750869751,0.9966802000999451,0.9962051510810852,0.9988840818405151
30,0.9972308874130249,0.7561242580413818,0.8442938327789307,0.8684648871421814,0.7763543128967285,0.007961418479681015,1e-06,0.8529755473136902,0.9970147013664246,0.9965336322784424,0.9989941716194153,0.9968432784080505,0.7260162234306335,0.7899579405784607,0.8303389549255371,0.7310582399368286,0.009454246610403061,0.8552600145339966,0.996680498123169,0.9962067604064941,0.9988843202590942
31,0.9972316026687622,0.7562044262886047,0.8444851636886597,0.8686971664428711,0.7764776945114136,0.007957572117447853,1e-06,0.8529064655303955,0.9970160126686096,0.9965348839759827,0.9989939332008362,0.9968416690826416,0.7261286973953247,0.7895339131355286,0.830199122428894,0.7311122417449951,0.009471233002841473,0.855396032333374,0.9966784715652466,0.9962055683135986,0.9988837838172913
32,0.9972323775291443,0.7562893033027649,0.8442369699478149,0.8687646389007568,0.7762740850448608,0.007956543006002903,1e-06,0.8531218767166138,0.9970171451568604,0.9965358972549438,0.998994767665863,0.9968473315238953,0.7263059020042419,0.7907043695449829,0.8302414417266846,0.7314397096633911,0.00943529512733221,0.8551876544952393,0.9966821074485779,0.9962102770805359,0.998884916305542
33,0.9972336292266846,0.7565653324127197,0.8443348407745361,0.8686156868934631,0.7766116857528687,0.007951821200549603,1e-06,0.8532053232192993,0.9970177412033081,0.9965387582778931,0.9989949464797974,0.9968527555465698,0.7263997793197632,0.7917500734329224,0.8305009603500366,0.7316495776176453,0.009400594979524612,0.8549159169197083,0.9966880083084106,0.9962155222892761,0.99888676404953
34,0.9972336292266846,0.7566845417022705,0.8444997072219849,0.8686569929122925,0.7766696810722351,0.007949667982757092,1e-06,0.8532041311264038,0.9970172643661499,0.9965388178825378,0.9989950656890869,0.9968565106391907,0.7264401912689209,0.7922722101211548,0.8306673765182495,0.7317041754722595,0.00938059575855732,0.8548034429550171,0.996690571308136,0.9962181448936462,0.9988874793052673
35,0.9972358345985413,0.7564741373062134,0.8450521230697632,0.8687613010406494,0.7765617966651917,0.007947278209030628,1e-06,0.852878212928772,0.9970180988311768,0.996539294719696,0.998995840549469,0.9968482255935669,0.7263337969779968,0.790521502494812,0.8304807543754578,0.7314983606338501,0.009432156570255756,0.8552296161651611,0.9966834187507629,0.9962112307548523,0.9988853335380554
36,0.997235894203186,0.756576657295227,0.844829261302948,0.8686994314193726,0.7767198085784912,0.007944419048726559,1e-06,0.8530503511428833,0.9970194101333618,0.9965413212776184,0.9989951252937317,0.9968482255935669,0.7263997793197632,0.7903902530670166,0.8305923342704773,0.7314904928207397,0.009436762891709805,0.8553102612495422,0.9966838359832764,0.9962114691734314,0.9988853335380554
37,0.9972358345985413,0.7567431330680847,0.8444700837135315,0.8688458800315857,0.776753306388855,0.007942192256450653,1e-06,0.8533081412315369,0.9970203042030334,0.9965422749519348,0.998995840549469,0.996853232383728,0.7264812588691711,0.7914191484451294,0.8307299613952637,0.731680154800415,0.009404687210917473,0.8550565242767334,0.996688187122345,0.996216356754303,0.99888676404953
38,0.9972372651100159,0.7568372488021851,0.8450743556022644,0.8688234090805054,0.7768394947052002,0.007939380593597889,1e-06,0.8529859781265259,0.9970203638076782,0.9965424537658691,0.9989952445030212,0.9968529343605042,0.7265027165412903,0.7911721467971802,0.8307281136512756,0.7317044138908386,0.009409726597368717,0.8551732897758484,0.9966875910758972,0.9962159395217896,0.99888676404953
39,0.9972383379936218,0.7566696405410767,0.8447090983390808,0.8690477013587952,0.7767458558082581,0.007936505600810051,1e-06,0.8533329963684082,0.9970223903656006,0.9965434670448303,0.9989965558052063,0.9968568086624146,0.7266901135444641,0.7921797037124634,0.8306651711463928,0.7318753600120544,0.00938581582158804,0.8549606800079346,0.9966900944709778,0.9962202906608582,0.9988873600959778
40,0.9972389936447144,0.7566762566566467,0.8451952934265137,0.8689997792243958,0.7768597602844238,0.007933886721730232,1e-06,0.8531432151794434,0.9970223903656006,0.9965431094169617,0.9989969730377197,0.996849000453949,0.7267020344734192,0.7907397150993347,0.8303270936012268,0.7316633462905884,0.00943546462804079,0.8555458784103394,0.9966834187507629,0.9962149858474731,0.9988851547241211
41,0.9972408413887024,0.7570743560791016,0.845457911491394,0.8688955307006836,0.7769162058830261,0.00793052650988102,1e-06,0.8533585071563721,0.9970216155052185,0.9965479373931885,0.9989968538284302,0.9968457221984863,0.726607620716095,0.789827287197113,0.8303318619728088,0.7316654324531555,0.009462038986384869,0.8558277487754822,0.9966814517974854,0.9962118864059448,0.9988844990730286
42,0.9972407817840576,0.7570156455039978,0.8450115919113159,0.8689599633216858,0.7770167589187622,0.007930014282464981,1e-06,0.8535696268081665,0.9970226883888245,0.9965464472770691,0.9989965558052063,0.9968511462211609,0.7267155647277832,0.7907373905181885,0.8306232690811157,0.7317208647727966,0.00942970346659422,0.8556908369064331,0.9966856241226196,0.9962161183357239,0.998885989189148
43,0.9972414374351501,0.7569469213485718,0.8449724316596985,0.8690547943115234,0.7769988775253296,0.00792701542377472,1e-06,0.8537597060203552,0.9970235228538513,0.9965474605560303,0.9989973306655884,0.9968543648719788,0.7267833352088928,0.7912444472312927,0.830816924571991,0.7317007184028625,0.00941039714962244,0.8557212948799133,0.9966884255409241,0.9962190985679626,0.9988869428634644
44,0.9972423315048218,0.7571220397949219,0.8451536297798157,0.8690720796585083,0.7770845890045166,0.00792392436414957,1e-06,0.8539055585861206,0.9970244765281677,0.9965491890907288,0.9989974498748779,0.996855616569519,0.7268967032432556,0.7914342880249023,0.8307979702949524,0.7317882180213928,0.009410670027136803,0.8559670448303223,0.9966888427734375,0.9962201714515686,0.9988868832588196
45,0.997243344783783,0.7573230266571045,0.8452847003936768,0.8690807223320007,0.7772409319877625,0.007920964621007442,1e-06,0.8540511131286621,0.9970245361328125,0.9965519309043884,0.9989976286888123,0.9968599081039429,0.7269211411476135,0.792231559753418,0.8310564160346985,0.7319796085357666,0.009382229298353195,0.8557302951812744,0.9966925978660583,0.9962236881256104,0.9988884329795837
46,0.9972447752952576,0.7572175860404968,0.8456305265426636,0.8691510558128357,0.7770920395851135,0.007918423973023891,1e-06,0.8539755344390869,0.9970247745513916,0.9965518712997437,0.9989979863166809,0.9968553185462952,0.7268287539482117,0.7910892367362976,0.8311144113540649,0.731827437877655,0.009415201842784882,0.8564187288284302,0.9966903328895569,0.9962199926376343,0.9988874793052673
47,0.9972447156906128,0.7572898864746094,0.8453942537307739,0.8693565726280212,0.7770610451698303,0.007916529662907124,1e-06,0.8542101383209229,0.9970268607139587,0.9965512752532959,0.9989979267120361,0.9968574643135071,0.7269231081008911,0.7915841341018677,0.83101487159729,0.7319867610931396,0.009401015006005764,0.8564932346343994,0.9966912865638733,0.9962218999862671,0.9988877177238464
48,0.9972461462020874,0.7575041651725769,0.845548689365387,0.8689890503883362,0.7773218154907227,0.007913392968475819,1e-06,0.8544194102287292,0.9970263838768005,0.9965537190437317,0.9989991188049316,0.9968597292900085,0.7269259095191956,0.7917327284812927,0.8312405347824097,0.7319515943527222,0.009390287101268768,0.8566201329231262,0.9966938495635986,0.9962236881256104,0.9988889098167419
49,0.9972463846206665,0.7570898532867432,0.8454421758651733,0.8695481419563293,0.7771123051643372,0.007911818102002144,1e-06,0.8544319868087769,0.9970281720161438,0.9965512752532959,0.9989994168281555,0.9968594312667847,0.7271619439125061,0.792057454586029,0.8309140205383301,0.7321915030479431,0.009392238222062588,0.8567242622375488,0.9966921210289001,0.9962247610092163,0.9988880157470703
50,0.9972469806671143,0.7573868632316589,0.8456977009773254,0.8694097399711609,0.7772550582885742,0.007909093983471394,1e-06,0.85459303855896,0.9970275163650513,0.9965544939041138,0.9989990592002869,0.9968559741973877,0.7271652817726135,0.7912455797195435,0.8307439684867859,0.7321122288703918,0.009419321082532406,0.857220470905304,0.996688961982727,0.9962223172187805,0.9988869428634644
51,0.9972489476203918,0.7574725151062012,0.8455933928489685,0.8691330552101135,0.7775583267211914,0.007906388491392136,1e-06,0.8548661470413208,0.9970299601554871,0.9965555667877197,0.999000072479248,0.9968602061271667,0.7273048162460327,0.792084813117981,0.8310561180114746,0.7321394681930542,0.009394866414368153,0.8570833206176758,0.9966923594474792,0.9962263703346252,0.9988884329795837
52,0.9972482323646545,0.7575768828392029,0.8459653258323669,0.8693056702613831,0.7774580717086792,0.00790452491492033,1e-06,0.8547430038452148,0.9970289468765259,0.9965564012527466,0.9989988803863525,0.9968580603599548,0.7271572351455688,0.7913987040519714,0.8310948014259338,0.7320549488067627,0.00940895825624466,0.8573488593101501,0.9966918230056763,0.9962242245674133,0.998887836933136
53,0.9972488880157471,0.7576022744178772,0.8456771373748779,0.8695400357246399,0.7772164940834045,0.00790212582796812,1e-06,0.8551825284957886,0.9970302581787109,0.9965581893920898,0.9990000128746033,0.9968596696853638,0.7272506356239319,0.791750967502594,0.8310396671295166,0.7321174740791321,0.009401172399520874,0.8573884963989258,0.9966924786567688,0.9962256550788879,0.9988880157470703
54,0.9972497224807739,0.7575594186782837,0.8457202315330505,0.8694961071014404,0.7774106860160828,0.00789859052747488,1e-06,0.8551366329193115,0.9970312118530273,0.9965587854385376,0.998999297618866,0.9968615174293518,0.7274044156074524,0.792356014251709,0.8310415744781494,0.7322430610656738,0.009387965314090252,0.8572418689727783,0.9966930150985718,0.9962282180786133,0.9988885521888733
55,0.9972519874572754,0.7578141093254089,0.8459123373031616,0.8694939017295837,0.7775379419326782,0.007896210998296738,1e-06,0.8553380966186523,0.9970320463180542,0.9965607523918152,0.9989995360374451,0.9968637228012085,0.7274559736251831,0.792664110660553,0.8311013579368591,0.732375979423523,0.00937534961849451,0.8572555780410767,0.9966946244239807,0.9962301254272461,0.9988893270492554
56,0.9972519278526306,0.7575545907020569,0.8461709022521973,0.8695948123931885,0.7774936556816101,0.00789490807801485,1e-06,0.8549816012382507,0.9970316886901855,0.9965586066246033,0.9990001916885376,0.9968598484992981,0.7273558378219604,0.7915803790092468,0.831043004989624,0.7322269082069397,0.009406745433807373,0.8578305244445801,0.9966926574707031,0.9962267279624939,0.9988884329795837
57,0.9972530007362366,0.7578525543212891,0.8462894558906555,0.8693355917930603,0.777791440486908,0.00789077952504158,1e-06,0.8553057909011841,0.9970322251319885,0.9965618252754211,0.9990002512931824,0.9968559741973877,0.7273344993591309,0.7907601594924927,0.8310656547546387,0.7320166826248169,0.009431962855160236,0.8581911325454712,0.996690571308136,0.996225118637085,0.9988873600959778
58,0.9972548484802246,0.7578327655792236,0.8456687927246094,0.8696287274360657,0.7775795459747314,0.007889448665082455,1e-06,0.8559747338294983,0.9970336556434631,0.9965626001358032,0.9990015029907227,0.9968670606613159,0.7275091409683228,0.7929364442825317,0.8314590454101562,0.732340931892395,0.009360775351524353,0.8575096130371094,0.9966983199119568,0.9962329864501953,0.9988903999328613
59,0.9972540736198425,0.7578033208847046,0.8463437557220459,0.8695917725563049,0.777733564376831,0.007887881249189377,1e-06,0.8555296659469604,0.9970332980155945,0.9965621829032898,0.9990002512931824,0.9968631267547607,0.7275123000144958,0.7920560240745544,0.831213116645813,0.7322604656219482,0.009392875246703625,0.8579939603805542,0.996694803237915,0.9962302446365356,0.9988889098167419
60,0.9972543120384216,0.7579721808433533,0.8462221622467041,0.8697022795677185,0.7776243686676025,0.007885178551077843,1e-06,0.8557746410369873,0.9970345497131348,0.9965644478797913,0.9989995360374451,0.9968637824058533,0.7274778485298157,0.791999101638794,0.8312802910804749,0.7322718501091003,0.009391662664711475,0.8581280708312988,0.996695339679718,0.9962301254272461,0.9988892078399658
61,0.9972561001777649,0.7580199241638184,0.8463789820671082,0.8695758581161499,0.7777040600776672,0.007882080972194672,1e-06,0.8559470176696777,0.9970350861549377,0.996565580368042,0.9990016222000122,0.996863603591919,0.7274563908576965,0.7919151186943054,0.8314038515090942,0.7322618961334229,0.009391020983457565,0.8582174777984619,0.9966957569122314,0.99623042345047,0.9988895058631897
62,0.9972564578056335,0.7582560181617737,0.846345841884613,0.8697522282600403,0.7778975367546082,0.007879992946982384,1e-06,0.8562541007995605,0.9970347881317139,0.99656742811203,0.999001145362854,0.9968670010566711,0.7274507880210876,0.7925488948822021,0.8316203355789185,0.7324178814888,0.00936601310968399,0.8580448627471924,0.9966990947723389,0.9962323307991028,0.9988902807235718
63,0.9972575902938843,0.7578505873680115,0.8463615775108337,0.8699300289154053,0.7776392698287964,0.007878090254962444,1e-06,0.8558943271636963,0.9970369935035706,0.9965652227401733,0.9990018010139465,0.9968655109405518,0.7276310920715332,0.7924390435218811,0.8313312530517578,0.7325454354286194,0.009381174109876156,0.8582777976989746,0.9966965317726135,0.9962323307991028,0.9988895058631897
64,0.9972577095031738,0.7581468224525452,0.8463805913925171,0.8696410655975342,0.7780909538269043,0.007874486036598682,1e-06,0.8563481569290161,0.9970365166664124,0.9965670108795166,0.9990025758743286,0.9968683123588562,0.7276712656021118,0.7929192781448364,0.8315661549568176,0.732446551322937,0.009363537654280663,0.858250617980957,0.9966987371444702,0.9962351322174072,0.9988906979560852
65,0.9972585439682007,0.7580106258392334,0.8465721607208252,0.8700619339942932,0.7776823043823242,0.00787301640957594,1e-06,0.8562215566635132,0.9970387816429138,0.9965677857398987,0.9990019798278809,0.9968646168708801,0.7278695106506348,0.7923946380615234,0.8311299681663513,0.732528805732727,0.009389840066432953,0.8586798906326294,0.9966951608657837,0.9962341785430908,0.9988890886306763
66,0.9972600340843201,0.7581965327262878,0.846674382686615,0.8698813915252686,0.7779839634895325,0.007869986817240715,1e-06,0.8562817573547363,0.9970377683639526,0.9965689182281494,0.9990015029907227,0.9968639016151428,0.7278240323066711,0.7920781373977661,0.8311586976051331,0.7325546145439148,0.009400716982781887,0.8588290810585022,0.9966952204704285,0.9962324500083923,0.9988890886306763
67,0.9972606301307678,0.7583954334259033,0.8467893004417419,0.8697644472122192,0.7781640291213989,0.007868033833801746,1e-06,0.8565200567245483,0.9970382452011108,0.9965711832046509,0.9990019798278809,0.996863603591919,0.7276674509048462,0.7915868759155273,0.8313495516777039,0.7324116230010986,0.009408206678926945,0.8590205311775208,0.9966954588890076,0.996231734752655,0.9988889694213867
68,0.9972612857818604,0.7583536505699158,0.8463785648345947,0.8698759078979492,0.7780494689941406,0.007866107858717442,1e-06,0.8568885326385498,0.9970401525497437,0.9965711832046509,0.9990029335021973,0.9968684315681458,0.7278068661689758,0.7927323579788208,0.8314874172210693,0.7325878739356995,0.009371870197355747,0.8587711453437805,0.9966986775398254,0.9962357878684998,0.9988903999328613
69,0.9972622990608215,0.7582904100418091,0.8468102812767029,0.8699613213539124,0.7779831290245056,0.007863556034862995,1e-06,0.8566890358924866,0.9970406293869019,0.9965716004371643,0.9990029335021973,0.9968705773353577,0.7278556227684021,0.7932175993919373,0.8315398693084717,0.7326066493988037,0.009355545975267887,0.8587350845336914,0.9967005848884583,0.9962379932403564,0.9988908171653748
70,0.9972631931304932,0.7584565281867981,0.8472618460655212,0.8699507117271423,0.77803635597229,0.007860222831368446,1e-06,0.8567202091217041,0.9970393776893616,0.9965738654136658,0.9990023374557495,0.9968621134757996,0.7277568578720093,0.791314959526062,0.831303596496582,0.7323722839355469,0.009416070766746998,0.8593728542327881,0.9966942071914673,0.9962320327758789,0.9988889694213867
71,0.9972633719444275,0.7583805918693542,0.8465425968170166,0.8700994253158569,0.7779622077941895,0.00785884354263544,1e-06,0.8570927381515503,0.9970418214797974,0.9965735077857971,0.9990041851997375,0.9968683123588562,0.7278941869735718,0.7923993468284607,0.8314867615699768,0.7325871586799622,0.009382140822708607,0.8592005372047424,0.9966987371444702,0.9962362051010132,0.9988903999328613
72,0.9972648024559021,0.7584508061408997,0.8468510508537292,0.8700380325317383,0.7782114744186401,0.007856802083551884,1e-06,0.8570560216903687,0.9970424771308899,0.9965751767158508,0.9990042448043823,0.9968704581260681,0.7279329895973206,0.793115496635437,0.8315289616584778,0.7327161431312561,0.009359857998788357,0.8590337038040161,0.9966998100280762,0.996238112449646,0.9988909959793091
